,artist,track,uri,time,ms_played
37926,Shovels & Rope,My Little Buckaroo,spotify:track:6Lt8MrFTpL4iSbmrOrSqOA,2022-10-28 21:19,3204
37927,Joy Oladokun,Sweet Symphony (with Chris Stapleton),spotify:track:78HpdJlNoppURkMmE0dogS,2022-10-28 21:19,4295
37928,Daniel Caesar,Made to Fall in Love,spotify:track:44MHQm2WIvsAXg14WKpCQp,2022-10-28 21:19,3134
37929,Kanye West,Champions,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,2022-10-28 21:19,2879
37930,Drake,A Night Off (feat. Lloyd),spotify:track:3lkkkYc1wBj5l3FVlpqvP6,2022-10-28 21:19,27827
37931,Kendrick Lamar,How Much A Dollar Cost,spotify:track:4tQcyj5488alHT1ZgFduzn,2022-10-28 21:19,3599
37932,Dave Grohl,Play,spotify:track:3ATAV8kiC5wg7U0eSMHlQp,2022-10-28 21:25,332625
37933,Shooter Jennings,Fast Horses & Good Hideouts,spotify:track:4lo8giBXFan22W8z6DNR00,2022-10-28 21:25,3599
37934,Carol Lloyd,"Shake Me Wake Me - 12"" Version",spotify:track:4FCrqJ8lknjmQyqPlT4uyh,2022-10-28 21:25,2414
37935,Raveena,Headaches,spotify:track:4MNu1bSmyV3S4Y2MJMGrrP,2022-10-28 21:25,2879
37936,Disclosure,Waterfall - TOKiMONSTA Remix,spotify:track:6MnmCvMN8VXzCC39Bgw0Gk,2022-10-28 21:28,225800
37937,Jimi Hendrix,Georgia Blues,spotify:track:1hRZUpohbhw2WUtWQo3K9x,2022-10-28 21:30,67130
37938,Ellie Goulding,Slow Grenade - Syn Cole Remix,spotify:track:2eQ0KgjaudX9rEe7suSrtg,2022-10-28 21:30,4690
37939,Bryson Tiller,Exchange,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,2022-10-28 21:30,5828
37940,Megan Thee Stallion,Savage Remix (feat. Beyoncé),spotify:track:5v4GgrXPMghOnBBLmveLac,2022-10-28 21:30,3134
37941,Masego,Tadow,spotify:track:51rPRW8NjxZoWPPjnRGzHw,2022-10-28 21:30,4318
37942,Atlanta Rhythm Section,Angel - Live,spotify:track:68M6aUkveiaEjbbO8iUTSy,2022-10-28 21:30,2995
37943,Ruel,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd,2022-10-28 21:33,3970
37944,Khalid,Up All Night,spotify:track:1mpD5Q8IM32I4bF6eCpU74,2022-10-28 21:33,157220
37945,Galimatias,Shy Dancer,spotify:track:6rIXjTkphb5RB5cXGz6CyX,2022-10-28 21:36,3157
37946,Chris Stapleton,Without Your Love,spotify:track:6Oexp3W6bv5LBzsS171iqN,2022-10-28 21:36,11454
37947,OneRepublic,Feel Again,spotify:track:75hLNJfiXV5k2YGrbGEW51,2022-10-28 21:36,3134
37948,Duckwrth,Too Bad,spotify:track:0BvhhrAmg9abLsiTdNn8cj,2022-10-28 21:36,193147
37949,Maggie Rogers,Want Want,spotify:track:1dSTDwgJBmHw3RaiM9h2ah,2022-10-28 21:37,1369
37950,Dua Lipa,I'd Rather Go Blind - Live,spotify:track:5nMkd5cq4JPZqAoQTXv8Wm,2022-10-28 21:37,3204
37951,HARBOUR,Sleepyhead,spotify:track:4HSAay5C126EFXqm8pxCAQ,2022-10-28 21:37,2507
37952,Khruangbin,Texas Sun,spotify:track:24ntSW3QVJzR79lHAAOTaY,2022-10-28 21:37,3413
37953,James McMurtry,Choctaw Bingo,spotify:track:2sKMKKLObm8wq7YTeB6Yxd,2022-10-28 21:37,2902
37954,Taylor Swift,the last great american dynasty,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,2022-10-28 21:37,2995
37955,Khruangbin,Texas Sun,spotify:track:24ntSW3QVJzR79lHAAOTaY,2022-10-28 21:41,252811
37956,Maggie Rogers,Want Want,spotify:track:1dSTDwgJBmHw3RaiM9h2ah,2022-10-28 21:44,188520
37957,Dua Lipa,Good In Bed,spotify:track:6uAFJ75WDAoAPyCWJAtvks,2022-10-28 21:48,218754
37958,BENEE,Wishful Thinking,spotify:track:06Xh1KvQofFghlSt33mFjc,2022-10-28 21:51,213373
37959,NEIL FRANCES,Teardrops,spotify:track:3GdogCZTpPHBODiiEJbqQm,2022-10-28 21:51,7200
37960,Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),spotify:track:3eze1OsZ1rqeXkKStNfTmi,2022-10-28 21:52,3993
37961,Travis Scott,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,2022-10-28 21:52,2391
37962,GRIP,Tek,spotify:track:4BwSnCyzX4lZ0iTJR664Hc,2022-10-28 21:52,2298
37963,Kygo,Lose Somebody,spotify:track:1sgDyuLooyvEML4oHspNza,2022-10-28 21:52,3297
37964,Joji,SLOW DANCING IN THE DARK,spotify:track:0rKtyWc8bvkriBthvHKY8d,2022-10-28 21:56,3482
37965,Doyle Bramhall II,Going Going Gone,spotify:track:1G95FjnFi52ELj6jqnXIQ4,2022-10-28 21:56,3877
37966,Midland,Champagne For The Pain - Live From Spotify House SXSW 2016,spotify:track:1NBdB1zPn6O3PQfNBcLyL0,2022-10-28 21:56,236309
37967,The Marías,We're The Lucky Ones,spotify:track:0NrucXAEaaZB48N2vIDrjT,2022-10-28 21:56,2902
37968,PinkPantheress,Where you are (feat. WILLOW),spotify:track:4icnlpI5IbZcRO9mpixVVW,2022-10-28 21:56,6222
37969,Nas,All Bad (feat. Anderson .Paak),spotify:track:3w11abq9POHzWef5Hz1LDI,2022-10-28 21:56,2902
37970,Miracle Musical,Stranded Lullaby,spotify:track:5YsZ99OX1aOyppre3Zwhnp,2022-10-28 21:56,2298
37971,Big Wild,Awaken (Feel Alive),spotify:track:1p6AQlMFpnH4hmhrSfoQ3k,2022-10-28 21:56,2600
37972,Alison Wonderland,Bad Things,spotify:track:47ReVc3e4YlHxh0t0gBk6l,2022-10-28 21:56,4597
37973,Avenged Sevenfold,Jade Helm - Instrumental,spotify:track:47sjTh1xoLQJgdUyUu70t7,2022-10-28 21:56,3088
37974,The Philharmonik,Pay Me,spotify:track:6SHN5cCJKs4AkVStuChozF,2022-10-28 21:57,2786
37975,Shovels & Rope,In My Room,spotify:track:5E8QUJdklLph2tK9qb4vDx,2022-10-28 21:57,2786
37976,Post Malone,Blame It On Me,spotify:track:1ZemPoaj7LBj1RAQrb89EC,2022-10-28 21:57,13188
37977,Post Malone,Myself,spotify:track:2cvOfKHOHgwQlLiuLKP2xR,2022-10-28 21:57,2716
37978,Balto,"Black Snake, Mojave Blues",spotify:track:7CHOMKD7EeOUjsER3HUkW2,2022-10-28 21:57,2182
37979,Blitzen Trapper,Rebel,spotify:track:4h2cqlQTb8er90ztGZqJVV,2022-10-28 21:57,6106
37980,Zara Larsson,Talk About Love (feat. Young Thug),spotify:track:1qA9TnEJ2sUub9QkN9K3Mv,2022-10-28 21:57,2693
37981,Midland,East Bound And Down,spotify:track:5JelBZwTfs9LZAUbeeVbqd,2022-10-28 21:57,2995
37982,Blimes and Gab,Shellys (It’s Chill),spotify:track:3OLFn4rtGKjKlh7FlRFmdg,2022-10-28 22:00,2693
37983,The Four Freshmen,It's A Blue World,spotify:track:2iXNeaqJ1Ef3YZ3iEak8tU,2022-10-28 22:00,178440
37984,The Main Squeeze,Only Time,spotify:track:657r2Z2jMryXuzk3X6vvPI,2022-10-28 22:00,2600
37985,chloe mk,I Feel Good,spotify:track:6zADst7oaucZz9bhgu4hLf,2022-10-28 22:00,2693
37986,Ryan Cam,Slide,spotify:track:3h2DiCToBat5tzm6VGtkjQ,2022-10-28 22:00,3900
37987,Stolen Gin,Analie,spotify:track:6xlQ5j4YZ1VRFjQkzNd7zP,2022-10-28 22:00,5108
37988,ScHoolboy Q,Die Wit Em,spotify:track:4HWQFfYzolhGISAqveJYo9,2022-10-28 22:00,3127
37989,Yeah Yeah Yeahs,Maps,spotify:track:0hDQV9X1Da5JrwhK8gu86p,2022-10-28 22:00,3993
37990,French Cassettes,City Kitty,spotify:track:7hyXvklwSf9ceS0EpV6ial,2022-10-28 22:01,4179
37991,The Texas Gentlemen,Bondurant Women,spotify:track:1p9UwwnIN5sG7CSXivLAq1,2022-10-28 22:01,53870
37992,Brothers Osborne,Shoot Me Straight - Radio Edit,spotify:track:0ya80Qhw7hgeJp2L6zvxcj,2022-10-28 22:01,6153
37993,Mac Miller,Weekend (feat. Miguel),spotify:track:6GnhWMhgJb7uyiiPEiEkDA,2022-10-28 22:01,3134
37994,French Cassettes,City Kitty,spotify:track:7hyXvklwSf9ceS0EpV6ial,2022-10-28 22:02,2275
37995,Mac Miller,Weekend (feat. Miguel),spotify:track:6GnhWMhgJb7uyiiPEiEkDA,2022-10-28 22:02,1741
37996,Chris Stapleton,Amanda (feat. Morgane Stapleton),spotify:track:31N3agcx1BKlLkYBXAx1Ax,2022-10-28 22:05,3900
37997,Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,2022-10-28 22:05,2391
37998,49th & Main,Don't You Like It?,spotify:track:6u0TL1wqLwuPDAjZeB95R4,2022-10-28 22:05,2716
37999,Brittany Howard,Goat Head - EARTHGANG Remix,spotify:track:7Mgqf5hMaE2naSkzfhlSv4,2022-10-28 22:05,2298
38000,The Brook & The Bluff,Don't Worry Baby,spotify:track:0nR0ejXiTIg57q07kTL5ZL,2022-10-28 22:05,5503
38001,Coldplay,Clocks,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,2022-10-28 22:05,2414
38002,Brothers Osborne,Shoot Me Straight - Radio Edit,spotify:track:0ya80Qhw7hgeJp2L6zvxcj,2022-10-28 22:05,2512
38003,Mac Miller,Weekend (feat. Miguel),spotify:track:6GnhWMhgJb7uyiiPEiEkDA,2022-10-28 22:05,208080
38004,Broken Witt Rebels,Shake Me Down,spotify:track:1VJ7wyKWyXuhLxCMnk8EMT,2022-10-28 22:05,2670
38005,Madelyn Grant,Purpose,spotify:track:0EheuiiER2qe1DgRMcxHDC,2022-10-28 22:06,2995
38006,Creedence Clearwater Revival,Up Around The Bend,spotify:track:56dtB7EzO7EneUgYwX8krC,2022-10-28 22:06,3784
38007,Big Head Todd and The Monsters,I Want You (She's So Heavy),spotify:track:35UHfiqlxTtOabZT2Bjul4,2022-10-28 22:06,2902
38008,Dua Lipa,Love Again,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,2022-10-28 22:10,258004
38009,LUTHI,Roll It Back,spotify:track:37VlraHNV0dkzrudtmtYUA,2022-10-28 22:11,59957
38010,OneRepublic,Apologize,spotify:track:1NrJYpdAi7uosDRPmSYrsG,2022-10-28 22:15,208106
38011,Calvin Harris,Potion (with Dua Lipa & Young Thug),spotify:track:7fYRg3CEbk6rNCuzNzMT06,2022-10-28 22:20,214459
38012,Lauv,Invisible Things,spotify:track:1ShHhJlzaLuoZbJ3aP4z0m,2022-10-28 22:23,2391
38013,Elvin Bishop,Fooled Around And Fell In Love,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,2022-10-28 22:23,4597
38014,X Ambassadors,Jungle - Remix,spotify:track:5wnfZ7VjDpZNyfJkqc9I1d,2022-10-28 22:23,176807
38015,Gabby Barrett,I Hope (feat. Charlie Puth),spotify:track:5cYFwgA5dHoqR3xGnlr9ew,2022-10-28 22:23,2670
38016,Hadji Gaviota,Harajuku,spotify:track:7jeKdlHKJH1Do8jcd47TKz,2022-10-28 22:23,3993
38017,Galantis,Alien,spotify:track:6VBLbFCArFuTTEXFlQFZZs,2022-10-28 22:23,2205
38018,Aminé,Riri,spotify:track:1VjNQAm7bG3MLIC5Cwb508,2022-10-28 22:23,3993
38019,Florence + The Machine,Which Witch,spotify:track:5yiBLMSH9DCRmBtws6wKY3,2022-10-28 22:23,3181
38020,Marc Rebillet,You Were There,spotify:track:3WDzw6l5X1HN3HIsikhoWa,2022-10-28 22:23,2856
38021,Zara Larsson,So Good (feat. Ty Dolla $ign),spotify:track:54LGxQGf5LPXNGjtzDZ5IE,2022-10-28 22:23,3552
38022,Major Lazer,Lay Your Head On Me (feat. Marcus Mumford) [Myd Remix],spotify:track:3wxDhvqEbfqdwP1WgXJaiy,2022-10-28 22:26,184621
38023,Major Lazer,Lay Your Head On Me (feat. Marcus Mumford) [Myd Remix],spotify:track:3wxDhvqEbfqdwP1WgXJaiy,2022-10-29 15:00,92055
38024,Pink Sweat$,Midnight River (feat. 6LACK),spotify:track:5HphhcOuLFWBj9IghbrKJB,2022-10-29 15:00,19063
38025,Gucci Mane,Back on Road,spotify:track:39liuGHPxn2sAyvO6DINor,2022-10-29 15:00,7314
38026,Dreamville,"Sacrifices (feat. EARTHGANG, J. Cole, Smino & Saba)",spotify:track:7wTA0NKIm6T7nP2kaymU2a,2022-10-29 15:07,382306
38027,Peter Cat Recording Co.,Where the Money Flows,spotify:track:35592qATAP1u72mO9oelLc,2022-10-29 15:18,313266
38028,The Jompson Brothers,On The Run,spotify:track:03EsYwfN3RbDhU1kVrfffA,2022-10-29 15:19,5919
38029,PinkPantheress,Just for me,spotify:track:6OTKVgVpVaVjhRLYizPJKA,2022-10-29 15:20,115800
38030,Mac Miller,Inside Outside,spotify:track:2EFqMCOdTTkcFYHoJH21Jr,2022-10-29 15:22,113217
38031,Lorde,Supercut,spotify:track:6K8VQ84MqhsoakN5MjrnVR,2022-10-29 15:23,53149
38032,Lorde,Supercut,spotify:track:6K8VQ84MqhsoakN5MjrnVR,2022-10-30 20:33,224367
38033,The Band Of Heathens,Hurricane,spotify:track:3s5NrHgyTkuinl0TgHCHeK,2022-10-30 20:34,23400
38034,Terrell Hines,Get Up (feat. Vince Staples),spotify:track:6PbU0URiPBpH4UD9CfCgF7,2022-10-30 20:38,3227
38035,Famous Exchange,Emocean,spotify:track:0i5QmFv8J5butPpXh0OEma,2022-10-30 20:38,3134
38036,Post Malone,Wrapped Around Your Finger,spotify:track:6Kfoo60npYPdvNxMPMiDpX,2022-10-30 20:38,2298
38037,Greta Van Fleet,Safari Song,spotify:track:1BfR5GMOgW0peHkPxrwf11,2022-10-30 20:38,234600
38038,K.A.L,The Man,spotify:track:6tuDN7s1S1ld0FSNGhxhl4,2022-10-30 20:38,23686
38039,Marty Stuart And His Fabulous Superlatives,Way Out West,spotify:track:5Nr59BVUdfkVi591cj20qi,2022-10-30 20:38,2623
38040,Foo Fighters,FFL (Fat Fucking Lie),spotify:track:7sqI7aeFT6y5czivjf41yl,2022-10-30 20:41,149773
38041,Sleepy House,Moonjoose,spotify:track:18dzYPf2ljWp8tLiZDihgf,2022-10-30 20:53,267538
38042,BJ The Chicago Kid,Turnin' Me Up,spotify:track:5MjAFPcmrR1DYCgZrXCN4d,2022-10-30 21:05,269173
38043,Frank Ocean,Solo (Reprise),spotify:track:2qtoRFCOEL1gRn5q9DJC7F,2022-10-30 21:34,4629
38044,Foo Fighters,Concrete and Gold,spotify:track:5Y1A4C3ojxHCadg0wMFlJ0,2022-10-30 21:34,331626
38045,Led Zeppelin,Ramble On - 1990 Remaster,spotify:track:3MODES4TNtygekLl146Dxd,2022-10-30 21:35,4388
38046,GoldLink,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),spotify:track:2YRDTr0reanrGZOTsWXdek,2022-10-30 21:35,3088
38047,Keegan Konsor,Crash,spotify:track:1ZqWpTQat2YHKyIX1WtmDs,2022-10-30 21:35,8103
38048,Rainbow Kitten Surprise,Cold Love,spotify:track:04M3DsiMNyn8s5XQJrW5sL,2022-10-30 21:35,24357
38049,The Texas Gentlemen,My Way (feat. Paul Cauthen),spotify:track:1TYSQuA2T4d4FlfmgiO5bR,2022-10-30 21:35,15209
38050,Mac Miller,Right,spotify:track:165cwz4wGlGz0uDBhxdKLY,2022-10-30 21:35,2693
38051,Disclosure,Watch Your Step,spotify:track:7G24eVWGQFcDP5DxXGgCSj,2022-10-30 21:39,229626
38052,Post Malone,I'm Gonna Be,spotify:track:1ckLp8lCl8LipXI0ypX72m,2022-10-30 21:39,3088
38053,OneRepublic,Wherever I Go,spotify:track:7kftK4n15rl1wbpfjSq2Tk,2022-10-30 21:39,2507
38054,Florence + The Machine,Shake It Out,spotify:track:4lY95OMGb9WxP6IYut64ir,2022-10-30 21:39,5718
38055,Creedence Clearwater Revival,Bad Moon Rising,spotify:track:20OFwXhEXf12DzwXmaV7fj,2022-10-30 21:41,121533
38056,Creedence Clearwater Revival,Bad Moon Rising,spotify:track:20OFwXhEXf12DzwXmaV7fj,2022-10-30 23:34,20063
38057,The Osborne Brothers,Rocky Top,spotify:track:5QSiHPOYNCmpbwwMQyOGA6,2022-10-30 23:34,24715
38058,BJ The Chicago Kid,15 Minutes of Fame,spotify:track:7HywsbtqPZhDR4dQ75gWYu,2022-10-30 23:35,3111
38059,Scary Pockets,Just the Two of Us,spotify:track:7kjvp3gUi1BzmcUsjk1k6I,2022-10-30 23:35,4295
38060,Foo Fighters,All My Life,spotify:track:6tsojOQ5wHaIjKqIryLZK6,2022-10-30 23:35,3320
38061,Cam the Artisan,Brown Skin,spotify:track:2aAf398grKdfBZU2LCxRBT,2022-10-30 23:35,3088
38062,Mark O'Connor Band,It's In My Blood (feat. Zac Brown),spotify:track:5hBElxZcMMXS6cFLYen0Wk,2022-10-30 23:35,13235
38063,Midland,This Old Heart,spotify:track:6kSnXB5ndaj6yW9CEwfEk5,2022-10-30 23:35,4852
38064,Aerosmith,Sweet Emotion,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,2022-10-30 23:35,2902
38065,Tones And I,Fly Away,spotify:track:2zBDKzqa6sdxeI0fC6OWIC,2022-10-30 23:35,3227
38066,Martin Garrix,Ocean (feat. Khalid),spotify:track:3nc420PXjTdBV5TN0gCFkS,2022-10-30 23:35,3297
38067,The Brook & The Bluff,Everything Is Just a Mess,spotify:track:61wUA5kA0F88dsakAPSjPg,2022-10-30 23:35,4133
38068,Paul McCartney,Seize The Day (feat. Phoebe Bridgers),spotify:track:4ByvgSH9KPxMQqqXFR9797,2022-10-30 23:37,103444
38069,Beirut,A Candle’s Fire,spotify:track:3LE4XWpWtNtFmrtPL04HLz,2022-10-30 23:41,4388
38070,Tank and The Bangas,Friend Goals,spotify:track:5tngDu38sohvsCOjS4X4XM,2022-10-30 23:41,4899
38071,Taj Mahal,21st Century Gypsy Singing Lovin Man,spotify:track:1poVoJUgF0Brh8TgJc9MNv,2022-10-30 23:41,3506
38072,Naughty Boy,La La La,spotify:track:36pLU2ywVeBKEF0rrKtmCB,2022-10-30 23:41,13466
38073,Randy Houser,What Whiskey Does (feat. Hillary Lindsey),spotify:track:6Zz0GUgiyGrN0EUkkHU1JM,2022-10-30 23:41,5433
38074,Sam Cooke,Try A Little Tenderness / (I Love You) For Sentimental Reasons / You Send Me - Live,spotify:track:1PBk81bJudnKT10GllH8HW,2022-10-30 23:41,2693
38075,Elise Trouw,How to Get What You Want,spotify:track:205ReiW26kS1pcoqUNpEzi,2022-10-30 23:41,5804
38076,Lukas Nelson and Promise of the Real,Find Yourself,spotify:track:058T5UiAWu70uTAYDN67kY,2022-10-30 23:41,2972
38077,070 Shake,Guilty Conscience,spotify:track:0smgkpVia3VCXgY4qhVJvp,2022-10-30 23:41,213333
38078,DanDlion,Superwoman,spotify:track:7Bm2CotSfFpyUnv7Qh5STV,2022-10-30 23:41,3181
38079,Frank Ocean,Solo,spotify:track:35xSkNIXi504fcEwz9USRB,2022-10-30 23:46,257380
38080,Nick Grant,All of You (feat. B. Hess),spotify:track:2YWXL5afy5SsoHB0JDFEVI,2022-10-30 23:50,4504
38081,Wings,Band On The Run - 2010 Remaster,spotify:track:1H4idkmruFoJBg1DvUv2tY,2022-10-30 23:50,248128
38082,Pigeons Playing Ping Pong,Melting Lights,spotify:track:7wfGH3RwCjxyojHKtUzqj9,2022-10-30 23:50,3111
38083,Zacari,Redemption Interlude,spotify:track:4FpfU1O7WCLBnmwu5XAFk4,2022-10-30 23:50,2484
38084,Calvin Harris,Iron,spotify:track:0uqMUcdMvQtNQLO4jVockW,2022-10-30 23:50,2484
38085,Post Malone,Leave,spotify:track:5dI1yHSqgmilFEqpGbqxHh,2022-10-30 23:52,4049
38086,Christian Lundberg,Let The Adventure Begin,spotify:track:7wwUDswc2g1TCuHd7LTRln,2022-10-30 23:52,122626
38087,Jon Cleary,Frenchmen Street Blues,spotify:track:1ovIzJZKQYjr1dHAK1elSs,2022-10-31 01:27,142268
38088,The Real McKenzies,Barrett's Privateers,spotify:track:3TLhkXFenusy509GrA8RUL,2022-10-31 01:30,184846
38089,Michiel Schrey,Fish in the Sea,spotify:track:4gofFADVe6CBXoNQHuxwiF,2022-10-31 01:32,89253
38090,Nils Brown,Lowlands Away,spotify:track:0xQulEotE4SkbS4hpi9P9X,2022-10-31 01:35,169102
38091,The Longest Johns,Pride Of The White Star Line,spotify:track:2jk4e3QxwFlpA6ijv1Hba5,2022-10-31 01:37,6712
38092,Sean Dagher,Leave Her Johnny,spotify:track:2vaa0nnDnNTlxCh7fCmjsr,2022-10-31 01:37,132293
38093,William Pint & Felicia Dale,The Dreadnaught,spotify:track:7pbUBoAUewp7qTiTKQIPKs,2022-10-31 01:37,4086
38094,Storm Weather Shanty Choir,Ring Down Below,spotify:track:0mPYN69Ko3N8HeaZwZv1am,2022-10-31 01:39,2507
38095,The Fisherman’s Friends,Shanty Man,spotify:track:5SNxHRzOTTHDFdDSh6Axez,2022-10-31 01:39,3177
38096,Sean Dagher,Randy Dandy Oh,spotify:track:6Fv0O8eHNcWO1DmF0EMrRc,2022-10-31 01:42,2879
38097,John Roberts,Roll Down,spotify:track:7kKij7JoKP18RGmzki96hj,2022-10-31 01:42,8757
38098,The Longest Johns,Drunken Sailor,spotify:track:4n5UwoPQn0tBlqxQjyEMdB,2022-10-31 01:42,144760
38099,Stan Rogers,Rolling Down to Old Maui,spotify:track:1GpU4h6s3mc13uJgkSUPLf,2022-10-31 01:44,124133
38100,Gregg Allman,Midnight Rider,spotify:track:23ZOiEUix1FsthnLfpWXqj,2022-10-31 11:13,2391
38101,Stan Rogers,Rolling Down to Old Maui,spotify:track:1GpU4h6s3mc13uJgkSUPLf,2022-10-31 11:13,2879
38102,Taylor Swift,Lavender Haze,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,2022-10-31 11:14,17879
38103,Taylor Swift,Lavender Haze,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,2022-10-31 11:17,202395
38104,Taylor Swift,Maroon,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,2022-10-31 11:21,218270
38105,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),spotify:track:1wtOxkiel43cVs0Yux5Q4h,2022-10-31 11:28,256124
38106,Taylor Swift,"You're On Your Own, Kid",spotify:track:4D7BCuvgdJlYvlX5WlN54t,2022-10-31 11:32,194206
38107,Taylor Swift,Midnight Rain,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,2022-10-31 11:34,174782
38108,Taylor Swift,Question...?,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,2022-10-31 11:38,210556
38109,Taylor Swift,Vigilante Shit,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,2022-10-31 11:41,164801
38110,Taylor Swift,Bejeweled,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,2022-10-31 11:44,194165
38111,Taylor Swift,Labyrinth,spotify:track:43q586vP8gGkYypKoSddhl,2022-10-31 11:48,247962
38112,Taylor Swift,Karma,spotify:track:7KokYm8cMIXCsGVmUvKtqf,2022-10-31 11:52,204852
38113,Taylor Swift,Sweet Nothing,spotify:track:3zmwONxswBAzGwExPugSLN,2022-10-31 11:55,188496
38114,Taylor Swift,Mastermind,spotify:track:56hioFjQ0DXrdn04hZcFgG,2022-10-31 11:58,191039
38115,Taylor Swift,The Great War,spotify:track:3UMrglJeju5yWyYIW6o99b,2022-10-31 12:02,240355
38116,Taylor Swift,Bigger Than The Whole Sky,spotify:track:0BiqmkasE5FdrChwKfVp8X,2022-10-31 12:06,218502
38117,Taylor Swift,Paris,spotify:track:7712gjoih4QoDbXpljEk21,2022-10-31 12:09,196258
38118,Taylor Swift,High Infidelity,spotify:track:5kiZGSxgqPdv6rbqL9THdd,2022-10-31 12:09,26325
38119,Jamey Johnson,That Lonesome Song,spotify:track:3R8YbAsBsFnGIKL25s6iiO,2022-10-31 13:30,1787
38120,The Haunted Windchimes,Dancing In The Rain,spotify:track:26pJWzbIohyB6vuRz2SOR3,2022-10-31 13:32,3482
38121,Chris Stapleton,Friendship,spotify:track:2ZAqfeq7PMp7XA2IKhuJJ2,2022-10-31 13:32,2786
38122,Louis The Child,Free (with Drew Love),spotify:track:6wjm92jBZapfiplQS4XV0X,2022-10-31 13:32,29559
38123,Tame Impala,It Might Be Time,spotify:track:558ubozatFQlweufvHa3Ip,2022-10-31 13:32,2995
38124,Fall Out Boy,"Dance, Dance",spotify:track:0a7BloCiNzLDD9qSQHh5m7,2022-10-31 13:32,2763
38125,Denzel Curry,Walkin - Cold Blooded Soul Version,spotify:track:6CQUWOqXOo4S8Jghab18Ga,2022-10-31 13:32,101076
38126,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2022-10-31 13:32,5503
38127,More Fatter,Silly Goose,spotify:track:61O3EtR8IT4tmornSBGZgU,2022-10-31 13:32,3227
38128,Aerosmith,Rag Doll,spotify:track:2KCJYwlBWxdlwyIYckIf6V,2022-10-31 13:33,2507
38129,Caleborate,Crazy (Some Days I Feel Like Shit) (feat. Atosa),spotify:track:595wzxO2K6mQXdJbDxRqg0,2022-10-31 13:33,2693
38130,X Ambassadors,Jungle - Remix,spotify:track:5wnfZ7VjDpZNyfJkqc9I1d,2022-10-31 13:33,15394
38131,Kanye West,Everything We Need,spotify:track:24bnCCysWnbNRNUT4LpHcP,2022-10-31 13:33,3018
38132,Kamal.,blue,spotify:track:7pt64sepCy5QmDrgy9wOJS,2022-10-31 13:33,9729
38133,Cage The Elephant,Trouble,spotify:track:5n0CTysih20NYdT2S0Wpe8,2022-10-31 13:33,2995
38134,Brothers Osborne,Dirt Rich,spotify:track:0JUbyCtmEJfEMjHbBbnCfJ,2022-10-31 13:33,4388
38135,Kendrick Lamar,Rigamortus,spotify:track:2lD6AoA8qf2t4Dkf2TcmNK,2022-10-31 13:37,2832
38136,"Tyler, The Creator",Glitter,spotify:track:0qtK3XwbuG153dmwB8iepL,2022-10-31 13:37,223004
38137,Drake,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,2022-10-31 13:37,5503
38138,SiR,Mood (feat. Zacari),spotify:track:4eULGB0zI7NIdV2KjWbbiZ,2022-10-31 13:37,2972
38139,Miguel,Banana Clip,spotify:track:6xagjcywpcyNFghafZPQJv,2022-10-31 13:37,2693
38140,Parcels,Closetowhy,spotify:track:6ynpjKUatAPVLmfgzTXvOG,2022-10-31 13:37,2600
38141,The Doobie Brothers,Long Train Runnin',spotify:track:4nXkbcTj3nyww1cHkw5RAP,2022-10-31 13:41,5201
38142,Rex Orange County,Television / So Far So Good,spotify:track:27rZYxE4l21wTaovX4WTnI,2022-10-31 13:41,2600
38143,Gallant,Sweet Insomnia (feat. 6LACK),spotify:track:57vONmoD0vJTTTwW10ofrZ,2022-10-31 13:41,3134
38144,6LACK,Long Nights,spotify:track:1RDLbX9L2G4zDqxXCaMJo5,2022-10-31 13:41,7198
38145,Midland,Burn Out - Live From Spotify House SXSW 2016,spotify:track:0Mkpx9mBpu4xc7WLfFjaaG,2022-10-31 13:41,206402
38146,Allman Brothers Band,Ramblin' Man,spotify:track:5cfYurP1XKldMBtvBBJiTs,2022-10-31 13:43,86006
38147,Electric Light Orchestra,Sweet Talkin' Woman,spotify:track:0xAhbD6lCf5re1RXl5yiTm,2022-10-31 13:43,1904
